,day,month,year,team1,goal1,goal2,team2
581,10,06,19,Spain,3,0,Sweden
582,14,06,08,Sweden,1,2,Spain
583,17,11,07,Spain,3,0,Sweden
584,07,10,06,Sweden,2,0,Spain
585,11,06,78,Spain,1,0,Sweden
586,04,06,21,Spain,0,0,Portugal
587,31,03,21,Spain,3,1,Kosovo
588,28,03,21,Georgia,1,2,Spain
589,25,03,21,Spain,1,1,Greece
590,17,11,20,Spain,6,0,Germany
591,14,11,20,Switzerland,1,1,Spain
592,11,11,20,Netherlands,1,1,Spain
593,13,10,20,Ukraine,1,0,Spain
594,10,10,20,Spain,1,0,Switzerland
595,07,10,20,Portugal,0,0,Spain
596,06,09,20,Spain,4,0,Ukraine
597,03,09,20,Germany,1,1,Spain
598,18,11,19,Spain,5,0,Romania
599,15,11,19,Spain,7,0,Malta
600,15,10,19,Sweden,1,1,Spain
601,12,10,19,Norway,1,1,Spain
602,08,09,19,Spain,4,0,Faroe Islands
603,05,09,19,Romania,1,2,Spain
604,10,06,19,Spain,3,0,Sweden
605,07,06,19,Faroe Islands,1,4,Spain
606,26,03,19,Malta,0,2,Spain
607,23,03,19,Spain,2,1,Norway
608,18,11,18,Spain,1,0,Bosnia & Herzegovina
609,15,11,18,Croatia,3,2,Spain
610,15,10,18,Spain,2,3,England
611,11,10,18,Wales,1,4,Spain
612,11,09,18,Spain,6,0,Croatia
613,08,09,18,England,1,2,Spain
614,01,07,18,Spain,3,4,Russia
615,25,06,18,Spain,2,2,Morocco
616,05,06,21,Sweden,3,1,Armenia
617,29,05,21,Sweden,2,0,Finland
618,31,03,21,Sweden,1,0,Estonia
619,28,03,21,Kosovo,0,3,Sweden
620,25,03,21,Sweden,1,0,Georgia
621,17,11,20,France,4,2,Sweden
622,14,11,20,Sweden,2,1,Croatia
623,11,11,20,Denmark,2,0,Sweden
624,14,10,20,Portugal,3,0,Sweden
625,11,10,20,Croatia,2,1,Sweden
626,08,10,20,Russia,1,2,Sweden
627,08,09,20,Sweden,0,2,Portugal
628,05,09,20,Sweden,0,1,France
629,12,01,20,Sweden,1,0,Kosovo
630,09,01,20,Sweden,1,0,Moldova
631,18,11,19,Sweden,3,0,Faroe Islands
632,15,11,19,Romania,0,2,Sweden
633,15,10,19,Sweden,1,1,Spain
634,12,10,19,Malta,0,4,Sweden
635,08,09,19,Sweden,1,1,Norway
636,05,09,19,Faroe Islands,0,4,Sweden
637,10,06,19,Spain,3,0,Sweden
638,07,06,19,Sweden,3,0,Malta
639,26,03,19,Norway,3,3,Sweden
640,23,03,19,Sweden,2,1,Romania
641,11,01,19,Sweden,2,2,Iceland
642,08,01,19,Sweden,0,1,Finland
643,20,11,18,Sweden,2,0,Russia
644,17,11,18,Turkey,0,1,Sweden
645,16,10,18,Sweden,1,1,Slovakia
646,03,09,17,Hungary,0,1,Portugal
647,25,03,17,Portugal,3,0,Hungary
648,22,06,16,Hungary,3,3,Portugal
649,10,10,09,Portugal,3,0,Hungary
650,09,09,09,Hungary,0,1,Portugal
651,09,10,99,Portugal,3,0,Hungary
652,08,06,21,Hungary,0,0,Ireland
653,04,06,21,Hungary,1,0,Cyprus
654,31,03,21,Andorra,1,4,Hungary
655,28,03,21,San Marino,0,3,Hungary
656,25,03,21,Hungary,3,3,Poland
657,18,11,20,Hungary,2,0,Turkey
658,15,11,20,Hungary,1,1,Serbia
659,12,11,20,Hungary,2,1,Iceland
660,14,10,20,Russia,0,0,Hungary
661,11,10,20,Serbia,0,1,Hungary
662,08,10,20,Bulgaria,1,3,Hungary
663,06,09,20,Hungary,2,3,Russia
664,03,09,20,Turkey,0,1,Hungary
665,19,11,19,Wales,2,0,Hungary
666,15,11,19,Hungary,1,2,Uruguay
667,13,10,19,Hungary,1,0,Azerbaijan
668,10,10,19,Croatia,3,0,Hungary
669,09,09,19,Hungary,1,2,Slovakia
670,05,09,19,Montenegro,2,1,Hungary
671,11,06,19,Hungary,1,0,Wales
672,08,06,19,Azerbaijan,1,3,Hungary
673,24,03,19,Hungary,2,1,Croatia
674,21,03,19,Slovakia,2,0,Hungary
675,18,11,18,Hungary,2,0,Finland
676,15,11,18,Hungary,2,0,Estonia
677,15,10,18,Estonia,3,3,Hungary
678,12,10,18,Greece,1,0,Hungary
679,11,09,18,Hungary,2,1,Greece
680,08,09,18,Finland,1,0,Hungary
681,09,06,18,Hungary,1,2,Australia
682,09,06,21,Portugal,4,0,Israel
683,04,06,21,Spain,0,0,Portugal
684,30,03,21,Luxembourg,1,3,Portugal
685,27,03,21,Serbia,2,2,Portugal
686,24,03,21,Portugal,1,0,Azerbaijan
687,17,11,20,Croatia,2,3,Portugal
688,14,11,20,Portugal,0,1,France
689,11,11,20,Portugal,7,0,Andorra
690,14,10,20,Portugal,3,0,Sweden
691,11,10,20,France,0,0,Portugal
692,07,10,20,Portugal,0,0,Spain
693,08,09,20,Sweden,0,2,Portugal
694,05,09,20,Portugal,4,1,Croatia
695,17,11,19,Luxembourg,0,2,Portugal
696,14,11,19,Portugal,6,0,Lithuania
697,14,10,19,Ukraine,2,1,Portugal
698,11,10,19,Portugal,3,0,Luxembourg
699,10,09,19,Lithuania,1,5,Portugal
700,07,09,19,Serbia,2,4,Portugal
701,09,06,19,Portugal,1,0,Netherlands
702,05,06,19,Portugal,3,1,Switzerland
703,25,03,19,Portugal,1,1,Serbia
704,22,03,19,Portugal,0,0,Ukraine
705,20,11,18,Portugal,1,1,Poland
706,17,11,18,Italy,0,0,Portugal
707,14,10,18,Scotland,1,3,Portugal
708,11,10,18,Poland,2,3,Portugal
709,10,09,18,Portugal,1,0,Italy
710,06,09,18,Portugal,1,1,Croatia
711,30,06,18,Uruguay,2,1,Portugal
712,16,10,18,France,2,1,Germany
713,06,09,18,Germany,0,0,France
714,14,11,17,Germany,2,2,France
715,07,07,16,Germany,0,2,France
716,13,11,15,France,2,0,Germany
717,04,07,14,France,0,1,Germany
718,08,06,21,France,3,0,Bulgaria
719,02,06,21,France,3,0,Wales
720,31,03,21,Bosnia & Herzegovina,0,1,France
721,28,03,21,Kazakhstan,0,2,France
722,24,03,21,France,1,1,Ukraine
723,17,11,20,France,4,2,Sweden
724,14,11,20,Portugal,0,1,France
725,11,11,20,France,0,2,Finland
726,14,10,20,Croatia,1,2,France
727,11,10,20,France,0,0,Portugal
728,07,10,20,France,7,1,Ukraine
729,08,09,20,France,4,2,Croatia
730,05,09,20,Sweden,0,1,France
731,17,11,19,Albania,0,2,France
732,14,11,19,France,2,1,Moldova
733,14,10,19,France,1,1,Turkey
734,11,10,19,Iceland,0,1,France
735,10,09,19,France,3,0,Andorra
736,07,09,19,France,4,1,Albania
737,11,06,19,Andorra,0,4,France
738,08,06,19,Turkey,2,0,France
739,02,06,19,France,2,0,Bolivia
740,25,03,19,France,4,0,Iceland
741,22,03,19,Moldova,1,4,France
742,20,11,18,France,1,0,Uruguay
743,16,11,18,Netherlands,2,0,France
744,16,10,18,France,2,1,Germany
745,11,10,18,France,2,2,Iceland
746,09,09,18,France,2,1,Netherlands
747,06,09,18,Germany,0,0,France
748,07,06,21,Germany,7,1,Latvia
749,02,06,21,Germany,1,1,Denmark
750,31,03,21,Germany,1,2,North Macedonia
751,28,03,21,Romania,0,1,Germany
752,25,03,21,Germany,3,0,Iceland
753,17,11,20,Spain,6,0,Germany
754,14,11,20,Germany,3,1,Ukraine
755,11,11,20,Germany,1,0,Czech Republic
756,13,10,20,Germany,3,3,Switzerland
757,10,10,20,Ukraine,1,2,Germany
758,07,10,20,Germany,3,3,Turkey
759,06,09,20,Switzerland,1,1,Germany
760,03,09,20,Germany,1,1,Spain
761,19,11,19,Germany,6,1,Northern Ireland
762,16,11,19,Germany,4,0,Belarus
763,13,10,19,Estonia,0,3,Germany
764,09,10,19,Germany,2,2,Argentina
765,09,09,19,Northern Ireland,0,2,Germany
766,06,09,19,Germany,2,4,Netherlands
767,11,06,19,Germany,8,0,Estonia
768,08,06,19,Belarus,0,2,Germany
769,24,03,19,Netherlands,2,3,Germany
770,20,03,19,Germany,1,1,Serbia
771,19,11,18,Germany,2,2,Netherlands
772,15,11,18,Germany,3,0,Russia
773,16,10,18,France,2,1,Germany
774,13,10,18,Netherlands,3,0,Germany
775,09,09,18,Germany,2,1,Peru
776,06,09,18,Germany,0,0,France
777,27,06,18,Korea Republic,2,0,Germany
778,10,06,09,Finland,0,3,Russia
779,15,10,08,Russia,3,0,Finland
780,15,11,95,Russia,3,1,Finland
781,16,08,95,Finland,0,6,Russia
782,04,06,21,Finland,0,1,Estonia
783,29,05,21,Sweden,2,0,Finland
784,31,03,21,Switzerland,3,2,Finland
785,28,03,21,Ukraine,1,1,Finland
786,24,03,21,Finland,2,2,Bosnia & Herzegovina
787,18,11,20,Wales,3,1,Finland
788,15,11,20,Bulgaria,1,2,Finland
789,11,11,20,France,0,2,Finland
790,14,10,20,Finland,1,0,Ireland
791,11,10,20,Finland,2,0,Bulgaria
792,07,10,20,Poland,5,1,Finland
793,06,09,20,Ireland,0,1,Finland
794,03,09,20,Finland,0,1,Wales
795,18,11,19,Greece,2,1,Finland
796,15,11,19,Finland,3,0,Liechtenstein
797,15,10,19,Finland,3,0,Armenia
798,12,10,19,Bosnia & Herzegovina,4,1,Finland
799,08,09,19,Finland,1,2,Italy
800,05,09,19,Finland,1,0,Greece
801,11,06,19,Liechtenstein,0,2,Finland
802,08,06,19,Finland,2,0,Bosnia & Herzegovina
803,26,03,19,Armenia,0,2,Finland
804,23,03,19,Italy,2,0,Finland
805,11,01,19,Finland,1,2,Estonia
806,08,01,19,Sweden,0,1,Finland
807,18,11,18,Hungary,2,0,Finland
808,15,11,18,Greece,1,0,Finland
809,15,10,18,Finland,2,0,Greece
810,12,10,18,Estonia,0,1,Finland
811,11,09,18,Finland,1,0,Estonia
812,05,06,21,Russia,1,0,Bulgaria
813,01,06,21,Poland,1,1,Russia
814,30,03,21,Slovakia,2,1,Russia
815,27,03,21,Russia,2,1,Slovenia
816,24,03,21,Malta,1,3,Russia
817,18,11,20,Serbia,5,0,Russia
818,15,11,20,Turkey,3,2,Russia
819,12,11,20,Moldova,0,0,Russia
820,14,10,20,Russia,0,0,Hungary
821,11,10,20,Russia,1,1,Turkey
822,08,10,20,Russia,1,2,Sweden
823,06,09,20,Hungary,2,3,Russia
824,03,09,20,Russia,3,1,Serbia
825,19,11,19,San Marino,0,5,Russia
826,16,11,19,Russia,1,4,Belgium
827,13,10,19,Cyprus,0,5,Russia
828,10,10,19,Russia,4,0,Scotland
829,09,09,19,Russia,1,0,Kazakhstan
830,06,09,19,Scotland,1,2,Russia
831,11,06,19,Russia,1,0,Cyprus
832,08,06,19,Russia,9,0,San Marino
833,24,03,19,Kazakhstan,0,4,Russia
834,21,03,19,Belgium,3,1,Russia
835,20,11,18,Sweden,2,0,Russia
836,15,11,18,Germany,3,0,Russia
837,14,10,18,Russia,2,0,Turkey
838,11,10,18,Russia,0,0,Sweden
839,10,09,18,Russia,5,1,Czech Republic
840,07,09,18,Turkey,1,2,Russia
841,07,07,18,Russia,3,4,Croatia
842,21,11,79,Turkey,1,0,Wales
843,29,11,78,Wales,1,0,Turkey
844,03,06,21,Turkey,2,0,Moldova
845,31,05,21,Turkey,0,0,Guinea
846,27,05,21,Turkey,2,1,Azerbaijan
847,30,03,21,Turkey,3,3,Latvia
848,27,03,21,Norway,0,3,Turkey
849,24,03,21,Turkey,4,2,Netherlands
850,18,11,20,Hungary,2,0,Turkey
851,15,11,20,Turkey,3,2,Russia
852,11,11,20,Turkey,3,3,Croatia
853,14,10,20,Turkey,2,2,Serbia
854,11,10,20,Russia,1,1,Turkey
855,07,10,20,Germany,3,3,Turkey
856,06,09,20,Serbia,0,0,Turkey
857,03,09,20,Turkey,0,1,Hungary
858,17,11,19,Andorra,0,2,Turkey
859,14,11,19,Turkey,0,0,Iceland
860,14,10,19,France,1,1,Turkey
861,11,10,19,Turkey,1,0,Albania
862,10,09,19,Moldova,0,4,Turkey
863,07,09,19,Turkey,1,0,Andorra
864,11,06,19,Iceland,2,1,Turkey
865,08,06,19,Turkey,2,0,France
866,02,06,19,Turkey,2,0,Uzbekistan
867,30,05,19,Turkey,2,1,Greece
868,25,03,19,Turkey,4,0,Moldova
869,22,03,19,Albania,0,2,Turkey
870,20,11,18,Turkey,0,0,Ukraine
871,17,11,18,Turkey,0,1,Sweden
872,14,10,18,Russia,2,0,Turkey
873,11,10,18,Turkey,0,0,Bosnia & Herzegovina
874,05,06,21,Wales,0,0,Albania
875,02,06,21,France,3,0,Wales
876,30,03,21,Wales,1,0,Czech Republic
877,27,03,21,Wales,1,0,Mexico
878,24,03,21,Belgium,3,1,Wales
879,18,11,20,Wales,3,1,Finland
880,15,11,20,Wales,1,0,Ireland
881,12,11,20,Wales,0,0,USA
882,14,10,20,Bulgaria,0,1,Wales
883,11,10,20,Ireland,0,0,Wales
884,08,10,20,England,3,0,Wales
885,06,09,20,Wales,1,0,Bulgaria
886,03,09,20,Finland,0,1,Wales
887,19,11,19,Wales,2,0,Hungary
888,16,11,19,Azerbaijan,0,2,Wales
889,13,10,19,Wales,1,1,Croatia
890,10,10,19,Slovakia,1,1,Wales
891,09,09,19,Wales,1,0,Belarus
892,06,09,19,Wales,2,1,Azerbaijan
893,11,06,19,Hungary,1,0,Wales
894,08,06,19,Croatia,2,1,Wales
895,24,03,19,Wales,1,0,Slovakia
896,20,03,19,Wales,1,0,Trinidad and Tobago
897,20,11,18,Albania,1,0,Wales
898,16,11,18,Wales,1,2,Denmark
899,16,10,18,Ireland,0,1,Wales
900,11,10,18,Wales,1,4,Spain
901,09,09,18,Denmark,2,0,Wales
902,06,09,18,Wales,4,1,Ireland
903,29,05,18,Mexico,0,0,Wales
904,05,06,10,Switzerland,1,1,Italy
905,12,08,09,Switzerland,0,0,Italy
906,31,05,06,Switzerland,1,1,Italy
907,30,04,03,Switzerland,1,2,Italy
908,09,06,99,Switzerland,0,0,Italy
909,10,10,98,Italy,2,0,Switzerland
910,04,06,21,Italy,4,0,Czech Republic
911,28,05,21,Italy,7,0,San Marino
912,31,03,21,Lithuania,0,2,Italy
913,28,03,21,Bulgaria,0,2,Italy
914,25,03,21,Italy,2,0,Northern Ireland
915,18,11,20,Bosnia & Herzegovina,0,2,Italy
916,15,11,20,Italy,2,0,Poland
917,11,11,20,Italy,4,0,Estonia
918,14,10,20,Italy,1,1,Netherlands
919,11,10,20,Poland,0,0,Italy
920,07,10,20,Italy,6,0,Moldova
921,07,09,20,Netherlands,0,1,Italy
922,04,09,20,Italy,1,1,Bosnia & Herzegovina
923,18,11,19,Italy,9,1,Armenia
924,15,11,19,Bosnia & Herzegovina,0,3,Italy
925,15,10,19,Liechtenstein,0,5,Italy
926,12,10,19,Italy,2,0,Greece
927,08,09,19,Finland,1,2,Italy
928,05,09,19,Armenia,1,3,Italy
929,11,06,19,Italy,2,1,Bosnia & Herzegovina
930,08,06,19,Greece,0,3,Italy
931,26,03,19,Italy,6,0,Liechtenstein
932,23,03,19,Italy,2,0,Finland
933,20,11,18,Italy,1,0,USA
934,17,11,18,Italy,0,0,Portugal
935,14,10,18,Poland,0,1,Italy
936,10,10,18,Italy,1,1,Ukraine
937,10,09,18,Portugal,1,0,Italy
938,07,09,18,Italy,1,1,Poland
939,04,06,18,Italy,1,1,Netherlands
940,03,06,21,Switzerland,7,0,Liechtenstein
941,30,05,21,Switzerland,2,1,USA
942,31,03,21,Switzerland,3,2,Finland
943,28,03,21,Switzerland,1,0,Lithuania
944,25,03,21,Bulgaria,1,3,Switzerland
945,14,11,20,Switzerland,1,1,Spain
946,11,11,20,Belgium,2,1,Switzerland
947,13,10,20,Germany,3,3,Switzerland
948,10,10,20,Spain,1,0,Switzerland
949,07,10,20,Switzerland,1,2,Croatia
950,06,09,20,Switzerland,1,1,Germany
951,03,09,20,Ukraine,2,1,Switzerland
952,18,11,19,Gibraltar,1,6,Switzerland
953,15,11,19,Switzerland,1,0,Georgia
954,15,10,19,Switzerland,2,0,Ireland
955,12,10,19,Denmark,1,0,Switzerland
956,08,09,19,Switzerland,4,0,Gibraltar
957,05,09,19,Ireland,1,1,Switzerland
958,09,06,19,Switzerland,5,6,England
959,05,06,19,Portugal,3,1,Switzerland
960,26,03,19,Switzerland,3,3,Denmark
961,23,03,19,Georgia,0,2,Switzerland
962,18,11,18,Switzerland,5,2,Belgium
963,14,11,18,Switzerland,0,1,Qatar
964,15,10,18,Iceland,1,2,Switzerland
965,12,10,18,Belgium,2,1,Switzerland
966,11,09,18,England,1,0,Switzerland
967,08,09,18,Switzerland,6,0,Iceland
968,03,07,18,Sweden,1,0,Switzerland
969,09,10,15,North Macedonia,0,2,Ukraine
970,12,10,14,Ukraine,1,0,North Macedonia
971,31,03,04,North Macedonia,1,0,Ukraine
972,11,10,03,Ukraine,0,0,North Macedonia
973,07,06,21,Ukraine,4,0,Cyprus
974,03,06,21,Ukraine,1,0,Northern Ireland
975,23,05,21,Ukraine,1,1,Bahrain
976,31,03,21,Ukraine,1,1,Kazakhstan
977,28,03,21,Ukraine,1,1,Finland
978,24,03,21,France,1,1,Ukraine
979,14,11,20,Germany,3,1,Ukraine
980,11,11,20,Poland,2,0,Ukraine
981,13,10,20,Ukraine,1,0,Spain
982,10,10,20,Ukraine,1,2,Germany
983,07,10,20,France,7,1,Ukraine
984,06,09,20,Spain,4,0,Ukraine
985,03,09,20,Ukraine,2,1,Switzerland
986,17,11,19,Serbia,2,2,Ukraine
987,14,11,19,Ukraine,1,0,Estonia
988,14,10,19,Ukraine,2,1,Portugal
989,11,10,19,Ukraine,2,0,Lithuania
990,10,09,19,Ukraine,2,2,Nigeria
991,07,09,19,Lithuania,0,3,Ukraine
992,10,06,19,Ukraine,1,0,Luxembourg
993,07,06,19,Ukraine,5,0,Serbia
994,25,03,19,Luxembourg,1,2,Ukraine
995,22,03,19,Portugal,0,0,Ukraine
996,20,11,18,Turkey,0,0,Ukraine
997,16,11,18,Slovakia,4,1,Ukraine
998,16,10,18,Ukraine,1,0,Czech Republic
999,10,10,18,Italy,1,1,Ukraine
1000,09,09,18,Ukraine,1,0,Slovakia
1001,06,09,18,Czech Republic,1,2,Ukraine
1002,04,06,21,North Macedonia,4,0,Kazakhstan
1003,01,06,21,North Macedonia,1,1,Slovenia
1004,31,03,21,Germany,1,2,North Macedonia
1005,28,03,21,North Macedonia,5,0,Liechtenstein
1006,25,03,21,Romania,3,2,North Macedonia
1007,18,11,20,Armenia,1,0,North Macedonia
1008,15,11,20,North Macedonia,2,1,Estonia
1009,12,11,20,Georgia,0,1,North Macedonia
1010,14,10,20,North Macedonia,1,1,Georgia
1011,11,10,20,Estonia,3,3,North Macedonia
1012,08,10,20,North Macedonia,2,1,Kosovo
1013,08,09,20,Georgia,1,1,North Macedonia
1014,05,09,20,North Macedonia,2,1,Armenia
1015,19,11,19,North Macedonia,1,0,Israel
1016,16,11,19,Austria,2,1,North Macedonia
1017,13,10,19,Poland,2,0,North Macedonia
1018,10,10,19,North Macedonia,2,1,Slovenia
1019,09,09,19,Latvia,0,2,North Macedonia
1020,05,09,19,Israel,1,1,North Macedonia
1021,10,06,19,North Macedonia,1,4,Austria
1022,07,06,19,North Macedonia,0,1,Poland
1023,24,03,19,Slovenia,1,1,North Macedonia
1024,21,03,19,North Macedonia,3,1,Latvia
1025,19,11,18,North Macedonia,4,0,Gibraltar
1026,16,11,18,Liechtenstein,0,2,North Macedonia
1027,16,10,18,Armenia,4,0,North Macedonia
1028,13,10,18,North Macedonia,4,1,Liechtenstein
1029,09,09,18,North Macedonia,2,0,Armenia
1030,06,09,18,Gibraltar,0,2,North Macedonia
1031,27,03,18,Azerbaijan,1,1,North Macedonia
1032,18,11,20,Belgium,4,2,Denmark
1033,05,09,20,Denmark,0,2,Belgium
1034,06,09,95,Belgium,1,3,Denmark
1035,12,10,94,Denmark,3,1,Belgium
1036,19,06,84,Denmark,3,2,Belgium
1037,26,05,71,Denmark,1,2,Belgium
1038,06,06,21,Denmark,2,0,Bosnia & Herzegovina
1039,02,06,21,Germany,1,1,Denmark
1040,31,03,21,Austria,0,4,Denmark
1041,28,03,21,Denmark,8,0,Moldova
1042,25,03,21,Israel,0,2,Denmark
1043,18,11,20,Belgium,4,2,Denmark
1044,15,11,20,Denmark,2,1,Iceland
1045,11,11,20,Denmark,2,0,Sweden
1046,14,10,20,England,0,1,Denmark
1047,11,10,20,Iceland,0,3,Denmark
1048,07,10,20,Denmark,4,0,Faroe Islands
1049,08,09,20,Denmark,0,0,England
1050,05,09,20,Denmark,0,2,Belgium
1051,18,11,19,Ireland,1,1,Denmark
1052,15,11,19,Denmark,6,0,Gibraltar
1053,15,10,19,Denmark,4,0,Luxembourg
1054,12,10,19,Denmark,1,0,Switzerland
1055,08,09,19,Georgia,0,0,Denmark
1056,05,09,19,Gibraltar,0,6,Denmark
1057,10,06,19,Denmark,5,1,Georgia
1058,07,06,19,Denmark,1,1,Ireland
1059,26,03,19,Switzerland,3,3,Denmark
1060,21,03,19,Kosovo,2,2,Denmark
1061,19,11,18,Denmark,0,0,Ireland
1062,16,11,18,Wales,1,2,Denmark
1063,16,10,18,Denmark,2,0,Austria
1064,13,10,18,Ireland,0,0,Denmark
1065,09,09,18,Denmark,2,0,Wales
1066,05,09,18,Slovakia,3,0,Denmark
1067,01,07,18,Croatia,3,2,Denmark
1068,06,06,21,Belgium,1,0,Croatia
1069,03,06,21,Belgium,1,1,Greece
1070,30,03,21,Belgium,8,0,Belarus
1071,27,03,21,Czech Republic,1,1,Belgium
1072,24,03,21,Belgium,3,1,Wales
1073,18,11,20,Belgium,4,2,Denmark
1074,15,11,20,Belgium,2,0,England
1075,11,11,20,Belgium,2,1,Switzerland
1076,14,10,20,Iceland,1,2,Belgium
1077,11,10,20,England,2,1,Belgium
1078,08,10,20,Belgium,1,1,Ivory Coast
1079,08,09,20,Belgium,5,1,Iceland
1080,05,09,20,Denmark,0,2,Belgium
1081,19,11,19,Belgium,6,1,Cyprus
1082,16,11,19,Russia,1,4,Belgium
1083,13,10,19,Kazakhstan,0,2,Belgium
1084,10,10,19,Belgium,9,0,San Marino
1085,09,09,19,Scotland,0,4,Belgium
1086,06,09,19,San Marino,0,4,Belgium
1087,11,06,19,Belgium,3,0,Scotland
1088,08,06,19,Belgium,3,0,Kazakhstan
1089,24,03,19,Cyprus,0,2,Belgium
1090,21,03,19,Belgium,3,1,Russia
1091,18,11,18,Switzerland,5,2,Belgium
1092,15,11,18,Belgium,2,0,Iceland
1093,16,10,18,Belgium,1,1,Netherlands
1094,12,10,18,Belgium,2,1,Switzerland
1095,11,09,18,Iceland,0,3,Belgium
1096,07,09,18,Scotland,0,4,Belgium
1097,14,07,18,Belgium,2,0,England
1098,04,06,16,Austria,0,2,Netherlands
1099,09,02,11,Netherlands,3,1,Austria
1100,26,03,08,Austria,3,4,Netherlands
1101,06,09,03,Netherlands,3,1,Austria
1102,16,10,02,Austria,0,3,Netherlands
1103,14,06,78,Netherlands,5,1,Austria
1104,06,06,21,Netherlands,3,0,Georgia
1105,02,06,21,Netherlands,2,2,Scotland
1106,30,03,21,Gibraltar,0,7,Netherlands
1107,27,03,21,Netherlands,2,0,Latvia
1108,24,03,21,Turkey,4,2,Netherlands
1109,18,11,20,Poland,1,2,Netherlands
1110,15,11,20,Netherlands,3,1,Bosnia & Herzegovina
1111,11,11,20,Netherlands,1,1,Spain
1112,14,10,20,Italy,1,1,Netherlands
1113,11,10,20,Bosnia & Herzegovina,0,0,Netherlands
1114,07,10,20,Netherlands,0,1,Mexico
1115,07,09,20,Netherlands,0,1,Italy
1116,04,09,20,Netherlands,1,0,Poland
1117,19,11,19,Netherlands,5,0,Estonia
1118,16,11,19,Northern Ireland,0,0,Netherlands
1119,13,10,19,Belarus,1,2,Netherlands
1120,10,10,19,Netherlands,3,1,Northern Ireland
1121,09,09,19,Estonia,0,4,Netherlands
1122,06,09,19,Germany,2,4,Netherlands
1123,09,06,19,Portugal,1,0,Netherlands
1124,06,06,19,Netherlands,3,1,England
1125,24,03,19,Netherlands,2,3,Germany
1126,21,03,19,Netherlands,4,0,Belarus
1127,19,11,18,Germany,2,2,Netherlands
1128,16,11,18,Netherlands,2,0,France
1129,16,10,18,Belgium,1,1,Netherlands
1130,13,10,18,Netherlands,3,0,Germany
1131,09,09,18,France,2,1,Netherlands
1132,06,09,18,Netherlands,2,1,Peru
1133,04,06,18,Italy,1,1,Netherlands
1134,06,06,21,Austria,0,0,Slovakia
1135,02,06,21,England,1,0,Austria
1136,31,03,21,Austria,0,4,Denmark
1137,28,03,21,Austria,3,1,Faroe Islands
1138,25,03,21,Scotland,2,2,Austria
1139,18,11,20,Austria,1,1,Norway
1140,15,11,20,Austria,2,1,Northern Ireland
1141,11,11,20,Luxembourg,0,3,Austria
1142,14,10,20,Romania,0,1,Austria
1143,11,10,20,Northern Ireland,0,1,Austria
1144,07,10,20,Austria,2,1,Greece
1145,07,09,20,Austria,2,3,Romania
1146,04,09,20,Norway,1,2,Austria
1147,19,11,19,Latvia,1,0,Austria
1148,16,11,19,Austria,2,1,North Macedonia
1149,13,10,19,Slovenia,0,1,Austria
1150,10,10,19,Austria,3,1,Israel
1151,09,09,19,Poland,0,0,Austria
1152,06,09,19,Austria,6,0,Latvia
1153,10,06,19,North Macedonia,1,4,Austria
1154,07,06,19,Austria,1,0,Slovenia
1155,24,03,19,Israel,4,2,Austria
1156,21,03,19,Austria,0,1,Poland
1157,18,11,18,Northern Ireland,1,2,Austria
1158,15,11,18,Austria,0,0,Bosnia & Herzegovina
1159,16,10,18,Denmark,2,0,Austria
1160,12,10,18,Austria,1,0,Northern Ireland
1161,11,09,18,Bosnia & Herzegovina,1,0,Austria
1162,06,09,18,Austria,2,0,Sweden
1163,10,06,18,Austria,0,3,Brazil
1164,16,10,18,Sweden,1,1,Slovakia
1165,12,01,17,Sweden,6,0,Slovakia
1166,26,03,13,Slovakia,0,0,Sweden
