,day,month,year,team1,goal1,goal2,team2
1167,05,06,21,Sweden,3,1,Armenia
1168,29,05,21,Sweden,2,0,Finland
1169,31,03,21,Sweden,1,0,Estonia
1170,28,03,21,Kosovo,0,3,Sweden
1171,25,03,21,Sweden,1,0,Georgia
1172,17,11,20,France,4,2,Sweden
1173,14,11,20,Sweden,2,1,Croatia
1174,11,11,20,Denmark,2,0,Sweden
1175,14,10,20,Portugal,3,0,Sweden
1176,11,10,20,Croatia,2,1,Sweden
1177,08,10,20,Russia,1,2,Sweden
1178,08,09,20,Sweden,0,2,Portugal
1179,05,09,20,Sweden,0,1,France
1180,12,01,20,Sweden,1,0,Kosovo
1181,09,01,20,Sweden,1,0,Moldova
1182,18,11,19,Sweden,3,0,Faroe Islands
1183,15,11,19,Romania,0,2,Sweden
1184,15,10,19,Sweden,1,1,Spain
1185,12,10,19,Malta,0,4,Sweden
1186,08,09,19,Sweden,1,1,Norway
1187,05,09,19,Faroe Islands,0,4,Sweden
1188,10,06,19,Spain,3,0,Sweden
1189,07,06,19,Sweden,3,0,Malta
1190,26,03,19,Norway,3,3,Sweden
1191,23,03,19,Sweden,2,1,Romania
1192,11,01,19,Sweden,2,2,Iceland
1193,08,01,19,Sweden,0,1,Finland
1194,20,11,18,Sweden,2,0,Russia
1195,17,11,18,Turkey,0,1,Sweden
1196,16,10,18,Sweden,1,1,Slovakia
1197,06,06,21,Austria,0,0,Slovakia
1198,01,06,21,Slovakia,1,1,Bulgaria
1199,30,03,21,Slovakia,2,1,Russia
1200,27,03,21,Slovakia,2,2,Malta
1201,24,03,21,Cyprus,0,0,Slovakia
1202,18,11,20,Czech Republic,2,0,Slovakia
1203,15,11,20,Slovakia,1,0,Scotland
1204,12,11,20,Northern Ireland,1,2,Slovakia
1205,14,10,20,Slovakia,2,3,Israel
1206,11,10,20,Scotland,1,0,Slovakia
1207,08,10,20,Slovakia,4,2,Ireland
1208,07,09,20,Israel,1,1,Slovakia
1209,04,09,20,Slovakia,1,3,Czech Republic
1210,19,11,19,Slovakia,2,0,Azerbaijan
1211,16,11,19,Croatia,3,1,Slovakia
1212,13,10,19,Slovakia,1,1,Paraguay
1213,10,10,19,Slovakia,1,1,Wales
1214,09,09,19,Hungary,1,2,Slovakia
1215,06,09,19,Slovakia,0,4,Croatia
1216,11,06,19,Azerbaijan,1,5,Slovakia
1217,07,06,19,Slovakia,5,1,Jordan
1218,24,03,19,Wales,1,0,Slovakia
1219,21,03,19,Slovakia,2,0,Hungary
1220,19,11,18,Czech Republic,1,0,Slovakia
1221,16,11,18,Slovakia,4,1,Ukraine
1222,16,10,18,Sweden,1,1,Slovakia
1223,13,10,18,Slovakia,1,2,Czech Republic
1224,09,09,18,Ukraine,1,0,Slovakia
1225,05,09,18,Slovakia,3,0,Denmark
1226,04,06,18,Slovakia,1,2,Morocco
1227,17,06,16,Czech Republic,2,2,Croatia
1228,09,02,11,Croatia,4,2,Czech Republic
1229,06,06,21,Belgium,1,0,Croatia
1230,01,06,21,Croatia,1,1,Armenia
1231,30,03,21,Croatia,3,0,Malta
1232,27,03,21,Croatia,1,0,Cyprus
1233,24,03,21,Slovenia,1,0,Croatia
1234,17,11,20,Croatia,2,3,Portugal
1235,14,11,20,Sweden,2,1,Croatia
1236,11,11,20,Turkey,3,3,Croatia
1237,14,10,20,Croatia,1,2,France
1238,11,10,20,Croatia,2,1,Sweden
1239,07,10,20,Switzerland,1,2,Croatia
1240,08,09,20,France,4,2,Croatia
1241,05,09,20,Portugal,4,1,Croatia
1242,19,11,19,Croatia,2,1,Georgia
1243,16,11,19,Croatia,3,1,Slovakia
1244,13,10,19,Wales,1,1,Croatia
1245,10,10,19,Croatia,3,0,Hungary
1246,09,09,19,Azerbaijan,1,1,Croatia
1247,06,09,19,Slovakia,0,4,Croatia
1248,11,06,19,Croatia,1,2,Tunisia
1249,08,06,19,Croatia,2,1,Wales
1250,24,03,19,Hungary,2,1,Croatia
1251,21,03,19,Croatia,2,1,Azerbaijan
1252,18,11,18,England,2,1,Croatia
1253,15,11,18,Croatia,3,2,Spain
1254,15,10,18,Croatia,2,1,Jordan
1255,12,10,18,Croatia,0,0,England
1256,11,09,18,Spain,6,0,Croatia
1257,06,09,18,Portugal,1,1,Croatia
1258,15,07,18,France,4,2,Croatia
1259,08,06,21,Czech Republic,3,1,Albania
1260,04,06,21,Italy,4,0,Czech Republic
1261,30,03,21,Wales,1,0,Czech Republic
1262,27,03,21,Czech Republic,1,1,Belgium
1263,24,03,21,Estonia,2,6,Czech Republic
1264,18,11,20,Czech Republic,2,0,Slovakia
1265,15,11,20,Czech Republic,1,0,Israel
1266,11,11,20,Germany,1,0,Czech Republic
1267,14,10,20,Scotland,1,0,Czech Republic
1268,11,10,20,Israel,1,2,Czech Republic
1269,07,10,20,Cyprus,1,2,Czech Republic
1270,07,09,20,Czech Republic,1,2,Scotland
1271,04,09,20,Slovakia,1,3,Czech Republic
1272,17,11,19,Bulgaria,1,0,Czech Republic
1273,14,11,19,Czech Republic,2,1,Kosovo
1274,14,10,19,Czech Republic,2,3,Northern Ireland
1275,11,10,19,Czech Republic,2,1,England
1276,10,09,19,Montenegro,0,3,Czech Republic
1277,07,09,19,Kosovo,2,1,Czech Republic
1278,10,06,19,Czech Republic,3,0,Montenegro
1279,07,06,19,Czech Republic,2,1,Bulgaria
1280,26,03,19,Czech Republic,1,3,Brazil
1281,22,03,19,England,5,0,Czech Republic
1282,19,11,18,Czech Republic,1,0,Slovakia
1283,15,11,18,Poland,0,1,Czech Republic
1284,16,10,18,Ukraine,1,0,Czech Republic
1285,13,10,18,Slovakia,1,2,Czech Republic
1286,10,09,18,Russia,5,1,Czech Republic
1287,06,09,18,Czech Republic,1,2,Ukraine
1288,06,06,18,Czech Republic,1,0,Nigeria
1289,10,06,17,Scotland,2,2,England
1290,11,11,16,England,3,0,Scotland
1291,18,11,14,Scotland,1,3,England
1292,14,08,13,England,3,2,Scotland
1293,17,11,99,England,0,1,Scotland
1294,13,11,99,Scotland,0,2,England
1295,06,06,21,England,1,0,Romania
1296,02,06,21,England,1,0,Austria
1297,31,03,21,England,2,1,Poland
1298,28,03,21,Albania,0,2,England
1299,25,03,21,England,5,0,San Marino
1300,18,11,20,England,4,0,Iceland
1301,15,11,20,Belgium,2,0,England
1302,12,11,20,England,3,0,Ireland
1303,14,10,20,England,0,1,Denmark
1304,11,10,20,England,2,1,Belgium
1305,08,10,20,England,3,0,Wales
1306,08,09,20,Denmark,0,0,England
1307,05,09,20,Iceland,0,1,England
1308,17,11,19,Kosovo,0,4,England
1309,14,11,19,England,7,0,Montenegro
1310,14,10,19,Bulgaria,0,6,England
1311,11,10,19,Czech Republic,2,1,England
1312,10,09,19,England,5,3,Kosovo
1313,07,09,19,England,4,0,Bulgaria
1314,09,06,19,Switzerland,5,6,England
1315,06,06,19,Netherlands,3,1,England
1316,25,03,19,Montenegro,1,5,England
1317,22,03,19,England,5,0,Czech Republic
1318,18,11,18,England,2,1,Croatia
1319,15,11,18,England,3,0,USA
1320,15,10,18,Spain,2,3,England
1321,12,10,18,Croatia,0,0,England
1322,11,09,18,England,1,0,Switzerland
1323,08,09,18,England,1,2,Spain
1324,14,07,18,Belgium,2,0,England
1325,06,06,21,Luxembourg,0,1,Scotland
1326,02,06,21,Netherlands,2,2,Scotland
1327,31,03,21,Scotland,4,0,Faroe Islands
1328,28,03,21,Israel,1,1,Scotland
1329,25,03,21,Scotland,2,2,Austria
1330,18,11,20,Israel,1,0,Scotland
1331,15,11,20,Slovakia,1,0,Scotland
1332,12,11,20,Serbia,4,5,Scotland
1333,14,10,20,Scotland,1,0,Czech Republic
1334,11,10,20,Scotland,1,0,Slovakia
1335,08,10,20,Scotland,5,3,Israel
1336,07,09,20,Czech Republic,1,2,Scotland
1337,04,09,20,Scotland,1,1,Israel
1338,19,11,19,Scotland,3,1,Kazakhstan
1339,16,11,19,Cyprus,1,2,Scotland
1340,13,10,19,Scotland,6,0,San Marino
1341,10,10,19,Russia,4,0,Scotland
1342,09,09,19,Scotland,0,4,Belgium
1343,06,09,19,Scotland,1,2,Russia
1344,11,06,19,Belgium,3,0,Scotland
1345,08,06,19,Scotland,2,1,Cyprus
1346,24,03,19,San Marino,0,2,Scotland
1347,21,03,19,Kazakhstan,3,0,Scotland
1348,20,11,18,Scotland,3,2,Israel
1349,17,11,18,Albania,0,4,Scotland
1350,14,10,18,Scotland,1,3,Portugal
1351,11,10,18,Israel,2,1,Scotland
1352,10,09,18,Scotland,2,0,Albania
1353,07,09,18,Scotland,0,4,Belgium
1354,03,06,18,Mexico,1,0,Scotland
1355,31,05,05,France,2,1,Hungary
1356,09,06,86,Hungary,0,3,France
1357,10,06,78,France,3,1,Hungary
1358,09,10,71,France,0,2,Hungary
1359,24,04,71,Hungary,1,1,France
1360,23,05,64,Hungary,2,1,France
1361,08,06,21,Hungary,0,0,Ireland
1362,04,06,21,Hungary,1,0,Cyprus
1363,31,03,21,Andorra,1,4,Hungary
1364,28,03,21,San Marino,0,3,Hungary
1365,25,03,21,Hungary,3,3,Poland
1366,18,11,20,Hungary,2,0,Turkey
1367,15,11,20,Hungary,1,1,Serbia
1368,12,11,20,Hungary,2,1,Iceland
1369,14,10,20,Russia,0,0,Hungary
1370,11,10,20,Serbia,0,1,Hungary
1371,08,10,20,Bulgaria,1,3,Hungary
1372,06,09,20,Hungary,2,3,Russia
1373,03,09,20,Turkey,0,1,Hungary
1374,19,11,19,Wales,2,0,Hungary
1375,15,11,19,Hungary,1,2,Uruguay
1376,13,10,19,Hungary,1,0,Azerbaijan
1377,10,10,19,Croatia,3,0,Hungary
1378,09,09,19,Hungary,1,2,Slovakia
1379,05,09,19,Montenegro,2,1,Hungary
1380,11,06,19,Hungary,1,0,Wales
1381,08,06,19,Azerbaijan,1,3,Hungary
1382,24,03,19,Hungary,2,1,Croatia
1383,21,03,19,Slovakia,2,0,Hungary
1384,18,11,18,Hungary,2,0,Finland
1385,15,11,18,Hungary,2,0,Estonia
1386,15,10,18,Estonia,3,3,Hungary
1387,12,10,18,Greece,1,0,Hungary
1388,11,09,18,Hungary,2,1,Greece
1389,08,09,18,Finland,1,0,Hungary
1390,09,06,18,Hungary,1,2,Australia
1391,08,06,21,France,3,0,Bulgaria
1392,02,06,21,France,3,0,Wales
1393,31,03,21,Bosnia & Herzegovina,0,1,France
1394,28,03,21,Kazakhstan,0,2,France
1395,24,03,21,France,1,1,Ukraine
1396,17,11,20,France,4,2,Sweden
1397,14,11,20,Portugal,0,1,France
1398,11,11,20,France,0,2,Finland
1399,14,10,20,Croatia,1,2,France
1400,11,10,20,France,0,0,Portugal
1401,07,10,20,France,7,1,Ukraine
1402,08,09,20,France,4,2,Croatia
1403,05,09,20,Sweden,0,1,France
1404,17,11,19,Albania,0,2,France
1405,14,11,19,France,2,1,Moldova
1406,14,10,19,France,1,1,Turkey
1407,11,10,19,Iceland,0,1,France
1408,10,09,19,France,3,0,Andorra
1409,07,09,19,France,4,1,Albania
1410,11,06,19,Andorra,0,4,France
1411,08,06,19,Turkey,2,0,France
1412,02,06,19,France,2,0,Bolivia
1413,25,03,19,France,4,0,Iceland
1414,22,03,19,Moldova,1,4,France
1415,20,11,18,France,1,0,Uruguay
1416,16,11,18,Netherlands,2,0,France
1417,16,10,18,France,2,1,Germany
1418,11,10,18,France,2,2,Iceland
1419,09,09,18,France,2,1,Netherlands
1420,06,09,18,Germany,0,0,France
1421,16,06,14,Germany,4,0,Portugal
1422,09,06,12,Germany,1,0,Portugal
1423,19,06,08,Portugal,2,3,Germany
1424,08,07,06,Germany,3,1,Portugal
1425,20,06,00,Portugal,3,0,Germany
1426,09,06,21,Portugal,4,0,Israel
1427,04,06,21,Spain,0,0,Portugal
1428,30,03,21,Luxembourg,1,3,Portugal
1429,27,03,21,Serbia,2,2,Portugal
1430,24,03,21,Portugal,1,0,Azerbaijan
1431,17,11,20,Croatia,2,3,Portugal
1432,14,11,20,Portugal,0,1,France
1433,11,11,20,Portugal,7,0,Andorra
1434,14,10,20,Portugal,3,0,Sweden
1435,11,10,20,France,0,0,Portugal
1436,07,10,20,Portugal,0,0,Spain
1437,08,09,20,Sweden,0,2,Portugal
1438,05,09,20,Portugal,4,1,Croatia
1439,17,11,19,Luxembourg,0,2,Portugal
1440,14,11,19,Portugal,6,0,Lithuania
1441,14,10,19,Ukraine,2,1,Portugal
1442,11,10,19,Portugal,3,0,Luxembourg
1443,10,09,19,Lithuania,1,5,Portugal
1444,07,09,19,Serbia,2,4,Portugal
1445,09,06,19,Portugal,1,0,Netherlands
1446,05,06,19,Portugal,3,1,Switzerland
1447,25,03,19,Portugal,1,1,Serbia
1448,22,03,19,Portugal,0,0,Ukraine
1449,20,11,18,Portugal,1,1,Poland
1450,17,11,18,Italy,0,0,Portugal
1451,14,10,18,Scotland,1,3,Portugal
1452,11,10,18,Poland,2,3,Portugal
1453,10,09,18,Portugal,1,0,Italy
1454,06,09,18,Portugal,1,1,Croatia
1455,30,06,18,Uruguay,2,1,Portugal
1456,07,06,21,Germany,7,1,Latvia
1457,02,06,21,Germany,1,1,Denmark
1458,31,03,21,Germany,1,2,North Macedonia
1459,28,03,21,Romania,0,1,Germany
1460,25,03,21,Germany,3,0,Iceland
1461,17,11,20,Spain,6,0,Germany
1462,14,11,20,Germany,3,1,Ukraine
1463,11,11,20,Germany,1,0,Czech Republic
1464,13,10,20,Germany,3,3,Switzerland
1465,10,10,20,Ukraine,1,2,Germany
1466,07,10,20,Germany,3,3,Turkey
1467,06,09,20,Switzerland,1,1,Germany
1468,03,09,20,Germany,1,1,Spain
1469,19,11,19,Germany,6,1,Northern Ireland
1470,16,11,19,Germany,4,0,Belarus
1471,13,10,19,Estonia,0,3,Germany
1472,09,10,19,Germany,2,2,Argentina
1473,09,09,19,Northern Ireland,0,2,Germany
1474,06,09,19,Germany,2,4,Netherlands
1475,11,06,19,Germany,8,0,Estonia
1476,08,06,19,Belarus,0,2,Germany
1477,24,03,19,Netherlands,2,3,Germany
1478,20,03,19,Germany,1,1,Serbia
1479,19,11,18,Germany,2,2,Netherlands
1480,15,11,18,Germany,3,0,Russia
1481,16,10,18,France,2,1,Germany
1482,13,10,18,Netherlands,3,0,Germany
1483,09,09,18,Germany,2,1,Peru
1484,06,09,18,Germany,0,0,France
1485,27,06,18,Korea Republic,2,0,Germany
1486,08,06,10,Spain,6,0,Poland
1487,14,10,59,Spain,3,0,Poland
1488,28,06,59,Poland,2,4,Spain
1489,04,06,21,Spain,0,0,Portugal
1490,31,03,21,Spain,3,1,Kosovo
1491,28,03,21,Georgia,1,2,Spain
1492,25,03,21,Spain,1,1,Greece
1493,17,11,20,Spain,6,0,Germany
1494,14,11,20,Switzerland,1,1,Spain
1495,11,11,20,Netherlands,1,1,Spain
1496,13,10,20,Ukraine,1,0,Spain
1497,10,10,20,Spain,1,0,Switzerland
1498,07,10,20,Portugal,0,0,Spain
1499,06,09,20,Spain,4,0,Ukraine
1500,03,09,20,Germany,1,1,Spain
1501,18,11,19,Spain,5,0,Romania
1502,15,11,19,Spain,7,0,Malta
1503,15,10,19,Sweden,1,1,Spain
1504,12,10,19,Norway,1,1,Spain
1505,08,09,19,Spain,4,0,Faroe Islands
1506,05,09,19,Romania,1,2,Spain
1507,10,06,19,Spain,3,0,Sweden
1508,07,06,19,Faroe Islands,1,4,Spain
1509,26,03,19,Malta,0,2,Spain
1510,23,03,19,Spain,2,1,Norway
1511,18,11,18,Spain,1,0,Bosnia & Herzegovina
1512,15,11,18,Croatia,3,2,Spain
1513,15,10,18,Spain,2,3,England
1514,11,10,18,Wales,1,4,Spain
1515,11,09,18,Spain,6,0,Croatia
1516,08,09,18,England,1,2,Spain
1517,01,07,18,Spain,3,4,Russia
1518,25,06,18,Spain,2,2,Morocco
1519,08,06,21,Poland,2,2,Iceland
1520,01,06,21,Poland,1,1,Russia
1521,31,03,21,England,2,1,Poland
1522,28,03,21,Poland,3,0,Andorra
1523,25,03,21,Hungary,3,3,Poland
1524,18,11,20,Poland,1,2,Netherlands
1525,15,11,20,Italy,2,0,Poland
1526,11,11,20,Poland,2,0,Ukraine
1527,14,10,20,Poland,3,0,Bosnia & Herzegovina
1528,11,10,20,Poland,0,0,Italy
1529,07,10,20,Poland,5,1,Finland
1530,07,09,20,Bosnia & Herzegovina,1,2,Poland
1531,04,09,20,Netherlands,1,0,Poland
1532,19,11,19,Poland,3,2,Slovenia
1533,16,11,19,Israel,1,2,Poland
1534,13,10,19,Poland,2,0,North Macedonia
1535,10,10,19,Latvia,0,3,Poland
1536,09,09,19,Poland,0,0,Austria
1537,06,09,19,Slovenia,2,0,Poland
1538,10,06,19,Poland,4,0,Israel
1539,07,06,19,North Macedonia,0,1,Poland
1540,24,03,19,Poland,2,0,Latvia
1541,21,03,19,Austria,0,1,Poland
1542,20,11,18,Portugal,1,1,Poland
1543,15,11,18,Poland,0,1,Czech Republic
1544,14,10,18,Poland,0,1,Italy
1545,11,10,18,Poland,2,3,Portugal
1546,11,09,18,Poland,1,1,Ireland
1547,07,09,18,Italy,1,1,Poland
1548,28,06,18,Japan,0,1,Poland
1549,06,09,03,Italy,4,0,Wales
1550,16,10,02,Wales,2,1,Italy
1551,05,06,99,Italy,4,0,Wales
1552,05,09,98,Wales,0,2,Italy
1553,04,06,21,Italy,4,0,Czech Republic
1554,28,05,21,Italy,7,0,San Marino
1555,31,03,21,Lithuania,0,2,Italy
1556,28,03,21,Bulgaria,0,2,Italy
1557,25,03,21,Italy,2,0,Northern Ireland
1558,18,11,20,Bosnia & Herzegovina,0,2,Italy
1559,15,11,20,Italy,2,0,Poland
1560,11,11,20,Italy,4,0,Estonia
1561,14,10,20,Italy,1,1,Netherlands
1562,11,10,20,Poland,0,0,Italy
1563,07,10,20,Italy,6,0,Moldova
1564,07,09,20,Netherlands,0,1,Italy
1565,04,09,20,Italy,1,1,Bosnia & Herzegovina
1566,18,11,19,Italy,9,1,Armenia
1567,15,11,19,Bosnia & Herzegovina,0,3,Italy
1568,15,10,19,Liechtenstein,0,5,Italy
1569,12,10,19,Italy,2,0,Greece
1570,08,09,19,Finland,1,2,Italy
1571,05,09,19,Armenia,1,3,Italy
1572,11,06,19,Italy,2,1,Bosnia & Herzegovina
1573,08,06,19,Greece,0,3,Italy
1574,26,03,19,Italy,6,0,Liechtenstein
1575,23,03,19,Italy,2,0,Finland
1576,20,11,18,Italy,1,0,USA
1577,17,11,18,Italy,0,0,Portugal
1578,14,10,18,Poland,0,1,Italy
1579,10,10,18,Italy,1,1,Ukraine
1580,10,09,18,Portugal,1,0,Italy
1581,07,09,18,Italy,1,1,Poland
1582,04,06,18,Italy,1,1,Netherlands
1583,05,06,21,Wales,0,0,Albania
1584,02,06,21,France,3,0,Wales
1585,30,03,21,Wales,1,0,Czech Republic
1586,27,03,21,Wales,1,0,Mexico
1587,24,03,21,Belgium,3,1,Wales
1588,18,11,20,Wales,3,1,Finland
1589,15,11,20,Wales,1,0,Ireland
1590,12,11,20,Wales,0,0,USA
1591,14,10,20,Bulgaria,0,1,Wales
1592,11,10,20,Ireland,0,0,Wales
1593,08,10,20,England,3,0,Wales
1594,06,09,20,Wales,1,0,Bulgaria
1595,03,09,20,Finland,0,1,Wales
1596,19,11,19,Wales,2,0,Hungary
1597,16,11,19,Azerbaijan,0,2,Wales
1598,13,10,19,Wales,1,1,Croatia
1599,10,10,19,Slovakia,1,1,Wales
1600,09,09,19,Wales,1,0,Belarus
1601,06,09,19,Wales,2,1,Azerbaijan
1602,11,06,19,Hungary,1,0,Wales
1603,08,06,19,Croatia,2,1,Wales
1604,24,03,19,Wales,1,0,Slovakia
1605,20,03,19,Wales,1,0,Trinidad and Tobago
1606,20,11,18,Albania,1,0,Wales
1607,16,11,18,Wales,1,2,Denmark
1608,16,10,18,Ireland,0,1,Wales
1609,11,10,18,Wales,1,4,Spain
1610,09,09,18,Denmark,2,0,Wales
1611,06,09,18,Wales,4,1,Ireland
1612,29,05,18,Mexico,0,0,Wales
1613,11,06,08,Switzerland,1,2,Turkey
1614,16,11,05,Turkey,4,2,Switzerland
1615,12,11,05,Switzerland,2,0,Turkey
1616,26,04,95,Switzerland,1,2,Turkey
1617,14,12,94,Turkey,1,2,Switzerland
1618,30,04,75,Switzerland,1,1,Turkey
1619,03,06,21,Switzerland,7,0,Liechtenstein
1620,30,05,21,Switzerland,2,1,USA
1621,31,03,21,Switzerland,3,2,Finland
1622,28,03,21,Switzerland,1,0,Lithuania
1623,25,03,21,Bulgaria,1,3,Switzerland
1624,14,11,20,Switzerland,1,1,Spain
1625,11,11,20,Belgium,2,1,Switzerland
1626,13,10,20,Germany,3,3,Switzerland
1627,10,10,20,Spain,1,0,Switzerland
1628,07,10,20,Switzerland,1,2,Croatia
1629,06,09,20,Switzerland,1,1,Germany
1630,03,09,20,Ukraine,2,1,Switzerland
1631,18,11,19,Gibraltar,1,6,Switzerland
1632,15,11,19,Switzerland,1,0,Georgia
1633,15,10,19,Switzerland,2,0,Ireland
1634,12,10,19,Denmark,1,0,Switzerland
1635,08,09,19,Switzerland,4,0,Gibraltar
1636,05,09,19,Ireland,1,1,Switzerland
1637,09,06,19,Switzerland,5,6,England
1638,05,06,19,Portugal,3,1,Switzerland
1639,26,03,19,Switzerland,3,3,Denmark
1640,23,03,19,Georgia,0,2,Switzerland
1641,18,11,18,Switzerland,5,2,Belgium
1642,14,11,18,Switzerland,0,1,Qatar
1643,15,10,18,Iceland,1,2,Switzerland
1644,12,10,18,Belgium,2,1,Switzerland
1645,11,09,18,England,1,0,Switzerland
1646,08,09,18,Switzerland,6,0,Iceland
1647,03,07,18,Sweden,1,0,Switzerland
1648,03,06,21,Turkey,2,0,Moldova
1649,31,05,21,Turkey,0,0,Guinea
1650,27,05,21,Turkey,2,1,Azerbaijan
1651,30,03,21,Turkey,3,3,Latvia
1652,27,03,21,Norway,0,3,Turkey
1653,24,03,21,Turkey,4,2,Netherlands
1654,18,11,20,Hungary,2,0,Turkey
1655,15,11,20,Turkey,3,2,Russia
1656,11,11,20,Turkey,3,3,Croatia
1657,14,10,20,Turkey,2,2,Serbia
1658,11,10,20,Russia,1,1,Turkey
1659,07,10,20,Germany,3,3,Turkey
1660,06,09,20,Serbia,0,0,Turkey
1661,03,09,20,Turkey,0,1,Hungary
1662,17,11,19,Andorra,0,2,Turkey
1663,14,11,19,Turkey,0,0,Iceland
1664,14,10,19,France,1,1,Turkey
1665,11,10,19,Turkey,1,0,Albania
1666,10,09,19,Moldova,0,4,Turkey
1667,07,09,19,Turkey,1,0,Andorra
1668,11,06,19,Iceland,2,1,Turkey
1669,08,06,19,Turkey,2,0,France
1670,02,06,19,Turkey,2,0,Uzbekistan
1671,30,05,19,Turkey,2,1,Greece
1672,25,03,19,Turkey,4,0,Moldova
1673,22,03,19,Albania,0,2,Turkey
1674,20,11,18,Turkey,0,0,Ukraine
1675,17,11,18,Turkey,0,1,Sweden
1676,14,10,18,Russia,2,0,Turkey
1677,11,10,18,Turkey,0,0,Bosnia & Herzegovina
1678,01,04,09,Netherlands,4,0,North Macedonia
1679,10,09,08,North Macedonia,1,2,Netherlands
1680,12,10,05,Netherlands,0,0,North Macedonia
1681,09,10,04,North Macedonia,2,2,Netherlands
1682,04,06,21,North Macedonia,4,0,Kazakhstan
1683,01,06,21,North Macedonia,1,1,Slovenia
1684,31,03,21,Germany,1,2,North Macedonia
1685,28,03,21,North Macedonia,5,0,Liechtenstein
1686,25,03,21,Romania,3,2,North Macedonia
1687,18,11,20,Armenia,1,0,North Macedonia
1688,15,11,20,North Macedonia,2,1,Estonia
1689,12,11,20,Georgia,0,1,North Macedonia
1690,14,10,20,North Macedonia,1,1,Georgia
1691,11,10,20,Estonia,3,3,North Macedonia
1692,08,10,20,North Macedonia,2,1,Kosovo
1693,08,09,20,Georgia,1,1,North Macedonia
1694,05,09,20,North Macedonia,2,1,Armenia
1695,19,11,19,North Macedonia,1,0,Israel
1696,16,11,19,Austria,2,1,North Macedonia
1697,13,10,19,Poland,2,0,North Macedonia
1698,10,10,19,North Macedonia,2,1,Slovenia
1699,09,09,19,Latvia,0,2,North Macedonia
1700,05,09,19,Israel,1,1,North Macedonia
1701,10,06,19,North Macedonia,1,4,Austria
1702,07,06,19,North Macedonia,0,1,Poland
1703,24,03,19,Slovenia,1,1,North Macedonia
1704,21,03,19,North Macedonia,3,1,Latvia
1705,19,11,18,North Macedonia,4,0,Gibraltar
1706,16,11,18,Liechtenstein,0,2,North Macedonia
1707,16,10,18,Armenia,4,0,North Macedonia
1708,13,10,18,North Macedonia,4,1,Liechtenstein
1709,09,09,18,North Macedonia,2,0,Armenia
1710,06,09,18,Gibraltar,0,2,North Macedonia
1711,27,03,18,Azerbaijan,1,1,North Macedonia
1712,06,06,21,Netherlands,3,0,Georgia
1713,02,06,21,Netherlands,2,2,Scotland
1714,30,03,21,Gibraltar,0,7,Netherlands
1715,27,03,21,Netherlands,2,0,Latvia
1716,24,03,21,Turkey,4,2,Netherlands
1717,18,11,20,Poland,1,2,Netherlands
1718,15,11,20,Netherlands,3,1,Bosnia & Herzegovina
1719,11,11,20,Netherlands,1,1,Spain
1720,14,10,20,Italy,1,1,Netherlands
1721,11,10,20,Bosnia & Herzegovina,0,0,Netherlands
1722,07,10,20,Netherlands,0,1,Mexico
1723,07,09,20,Netherlands,0,1,Italy
1724,04,09,20,Netherlands,1,0,Poland
1725,19,11,19,Netherlands,5,0,Estonia
1726,16,11,19,Northern Ireland,0,0,Netherlands
1727,13,10,19,Belarus,1,2,Netherlands
1728,10,10,19,Netherlands,3,1,Northern Ireland
1729,09,09,19,Estonia,0,4,Netherlands
1730,06,09,19,Germany,2,4,Netherlands
1731,09,06,19,Portugal,1,0,Netherlands
1732,06,06,19,Netherlands,3,1,England
1733,24,03,19,Netherlands,2,3,Germany
1734,21,03,19,Netherlands,4,0,Belarus
